
# tion类单词
# 保护类单词
# 单纯拼错
# 地类单词
102,iridium,n.铱
11,geologic,adj.地质学的，地质的
115,lack,n.缺乏，短缺；v.缺乏
12,predatory,adj.捕食生物的
122,partially,adv.部分地
123,sieve,n.筛子，粗篮；v.筛，滤
130,Columbia,n.哥伦比亚
135,microscope,n.显微镜
142,environmentalist,n.环境保护论者
146,improvement,n.改进，改善，进步
152,constitute,vt.构成，组成
154,influential,adj.有极大影响力的
159,diverse,adj.多样的
162,standard,n.标准，规格；adj.标准的
163,Scandinavian,adj.斯堪的纳维亚（人）的；n.斯堪的纳维亚语…
168,mold,vt.塑造；使形成；n.霉菌；模子；气质
17,representation,n.代表；陈述
171,awareness,n.意识
174,condition,n.环境，形势；状况，状态；疾病；v.使适应，…
175,imitative,adj.模仿的，仿制的
177,navigation,n.导航
181,occurrence,n.发生，出现
186,ether,n.乙醚，以太（宇宙信息能），太空，灵气
189,aragonite,n.霰石
193,agrarian,adj.耕地的
196,count,v.计算；认为
2,portray,v.描绘；描述
202,lacks,v.缺乏，不足，没有，需要
21,journalism,n.新闻业
212,prehistoric,adj.史前的
213,dinosaur,n.恐龙
219,square,n.广场；正方形；adj.正方形的；v.把……弄成…
22,algae,n.藻类
2200,construction,n.施工；建造；建筑；建造物；构造
2261,protect,v.保护；警戒
23,deterioration,n.变坏，退化，恶化
233,engine,n.引擎；发动机
234,plateau,n.高原；vi.到达平稳阶段
236,environment,n.自然环境；生活或工作环境；工作平台
239,capillary,n.毛细血管；adj.毛细血管的
248,Sioux,n.苏族（印第安人的一族，自称达科他Dakota族）
259,archaic,adj.已不通用的；陈旧的，过时的，老式的
26,commercially,adv.商业上
263,relation,n.关系，联系
265,hormone,n.荷尔蒙，激素
266,Dutch,n.荷兰人，荷兰语
275,successive,adj.接连的；连续的
277,insulation,n.绝缘；隔离
278,British,adj.英国的，不列颠的
281,altogether,adv.总共；总而言之
282,immediate,adj.立刻的
285,plutonic,adj.深层岩体的，冥王星的
291,refine,vt.改进，改善
294,stylistic,adj.体裁上的，格式上的，文体论的
296,concur,v.同意
30,emergence,n.冒出；浮现
303,column,n.柱，支柱，圆柱；栏，专栏；长队
306,penetrate,v.刺穿，穿透；进入
309,chemical,n.化学品；adj.化学的，与化学有关的
314,attentive,adj.专心的，注意的
316,lunar,adj.阴历的，月亮的，月球的
317,annually,adv.一年一次；每年
320,reduce,v.减少，减小，降低
323,octopus,n.章鱼
329,tube,n.管子，管道
335,basin,n.水池
34,plankton,n.浮游生物
340,Jamestown,n.詹姆斯敦（北美洲第一个英国永久殖民地）
343,attract,v.吸引
345,medieval,adj.中世纪的，中古（时代）的
348,ancient,adj.古代的
365,recognition,n.承认，认可
368,typical,adj.典型的，有代表性的
369,opposite,adj.相反的；对立的；对面的；adv.对立地；反面…
377,mention,vt.提到；n.谈到，提及
38,potential,n.潜力，潜能；adj.潜在的，可能的
380,depressed,adj.沮丧的；萧条的；低迷的
385,transform,v.改变，转换
393,conserve,v.保护，保存
397,throughout,prep.在……期间，在整个时期；遍及；到处
399,aggravating,adj.恼人的
401,sculptor,n.雕刻家
408,reduction,n.减少，降低
412,architectural,adj.建筑上的，建筑学的
416,bead,n.珠子
42,preservation,n.保存，保护
422,structure,n.建筑物；结构；vt.精心组织
427,traditional,adj.传统的
428,entertainment,n.娱乐；招待，款待
430,architecture,n.建筑学
433,economic,adj.经济上的，经济学的
434,expectation,n.期望；预期
435,dirt,n.灰尘，污垢
437,synthetic,adj.合成的，人造的；n.合成物
443,harmful,adj.有害的
449,geographical,adj.地理的，地理学的
450,mechanical,adj.机械的，机械学的，机械性的
452,exist,vi.存在；生存，生活
453,warehouse,n.仓库
454,prevail,v.流行，普遍存在；战胜
455,realm,n.领域；国土
459,effectiveness,n.有效性
460,secure,v.保护；使安全；（经过努力）获得；adj.有把握…
463,carbonic,adj.碳的，由碳得到的
464,grassland,n.草原；草场
466,industrialization,n.工业化
470,background,n.（图片、布景等的）背景；出身，经历；（事件…
471,classify,vt.把……分类
474,margin,n.页边的空白，边缘
478,sophistication,n.复杂性
48,narrative,n.叙述；adj.叙述的
480,inaccessible,adj.达不到的；难达到的
481,elaborately,adv.苦心经营地；精巧地
483,Pangaea,n.泛大陆，盘古大陆
485,atom,n.原子；原子能；微粒
49,continental,adj.大陆的，大陆性的；n.欧洲人
493,despondent,adj.失望的，意气消沉的，没有精神的
494,mineral,adj.矿物的；n.矿物，矿物质
496,observation,n.观察；遵守
