562,render,v.提供，给予；使成为，致使，使处于（某种状态）…
563,endless,adj.没完没了的；漫无目的的
564,mound,n.堆，高地，护堤；v.堆起，积成堆
565,court,n.法院，法庭；球场；v.招致灾祸
566,collectible,adj.可收集的，可回收的
567,measurement,n.衡量，测量；尺寸
568,boast,v.吹嘘；夸耀；n.夸耀
569,biological,adj.生物学的
570,restrict,vt.限制；约束
571,dramatic,adj.巨大的，突然的，急剧的；戏剧的，戏剧性的；…
572,interpret,v.口译；解释；vt.把……理解（解释）为
573,conservative,adj.保守的；保守估计的；保守党的；n.保守者；…
574,pottery,n.陶艺；陶艺厂
575,spin,v.（使）旋转；n.纺织
576,amount,n.数量；v.总计
577,providence,n.天意，上帝，神的眷顾，深谋远虑
578,fortuitous,adj.幸运的
579,constructive,adj.建设性的
580,conclusion,n.结论
581,contradictory,adj.相互矛盾的，对立的；n.矛盾的事物
582,vine,n.藤，蔓
583,substance,n.物质；实质
584,facility,n.设施，设备
585,probe,vt.探测，探索；n.探测器
586,originator,n.创始人，发明者，起源，起因
587,vacation,n.假期；vi.度假
588,staple,vt.用订书钉订；n.订书钉；主食；主要产品；a…
589,elongate,v.延长，伸长
590,community,n.群体，团体
591,mule,n.骡子
592,domestication,n.驯养，教化
593,pheromone,n.外激素，信息素
594,Pomo,n.波莫人，波莫人的语言
595,harpsichord,n.键琴
596,sweep,v.扫，打扫；n.清扫
597,fusion,n.融合，合并
598,creative,adj.有创造力的
599,bind,v.捆绑；装订；约束；结合
600,corn,n.玉米；谷物，谷粒
601,intention,n.目的，意图
602,improve,v.提高；改进，改善
603,pot,n.锅
604,periphery,n.外围，不重要的部份
605,perceive,v.意识到
606,relatively,adv.比较地，相对地
607,desirable,adj.有吸引力的
608,advent,n.出现；来临，到来
609,laden,adj.装满的；苦恼的，沉重的
610,fabric,n.布料，织物；质地
611,sprawl,n.四肢伸开的躺卧姿势；v.四肢伸开地坐（或卧）
612,levy,v.征收（税等）；n.征税；税款
613,meteoric,adj.流星的；突然的；转瞬即逝的
614,stalk,n.茎，梗；v.隐伏跟踪
615,myth,n.神话；杜撰出来的人（或事物）
616,arousal,n.觉醒，激励，唤起
617,query,n.质问，询问，怀疑；v.询问，表示怀疑
618,recognize,vt.认出，辨别
619,academy,n.学院
620,basis,n.基础
621,psychological,adj.心理的，心理学的
622,stretch,v.伸展，延伸，张开；n.伸展，张开
623,solo,n.独唱；adj.独奏的；单独的
624,carve,v.雕刻；（把肉等）切成块
625,palace,n.宫殿
626,supreme,adj.至高的；最重要的；极度的
627,terrestrial,adj.地球的，陆地的；n.地球上的人
628,erosion,n.侵蚀；磨损；削弱；减少
629,particle,n.粒子，微粒；【语】小品词
630,surge,vi.汹涌；激增；n.波涛汹涌
631,kestrel,n.茶隼
632,marvel,v.惊叹，吃惊，诧异；n.奇才
633,counterpart,n.对手；对应的人（物）；副本
634,reflection,n.映像
635,midair,n.半空中；adj.半空中的
636,initiate,v.开始，发动（读作/ɪˈnɪʃiˌeɪt/）；n.新加入组织…
637,spiral,adj.螺旋的；n.螺旋，螺旋形；v.不断急剧地上…
638,efficiently,adv.有效率地，有效地
639,instrumental,adj.乐器的；仪器的；有帮助的
640,irregular,adj.（形状、图案等）不规则的；n.不规则物，不…
641,committee,n.委员会；全体委员
642,participation,n.参与；参加
643,federal,adj.联邦政府的；联邦制的
644,sacrifice,v.牺牲；献祭；奉献；做出牺牲；n.祭品；牺牲
645,discipline,n.纪律；学科；训练；vt.训练
646,property,n.房产；财产；特性；性能
647,permit,vt.允许，许可；n.执照（读作/ˈpɜrˌmɪt/）
648,agent,n.代理商，代理人；特工
649,primarily,adv.主要地；首先
650,temperate,adj.（气候）温和的；适度的，有节制的
651,import,v.进口；n.进口
652,nutritious,adj.有营养的，滋养的，营养丰富的
653,excavate,v.挖掘，挖出
654,exhibition,n.展览；（技能、感情或行为的）表演；陈列
655,pole,n.杆；电极
656,spinal,adj.脊柱的；脊髓的
657,latent,adj.潜在的，隐伏的，不易察觉的
658,resist,v.抵抗，抵制
659,method,n.方法；条理
660,disappear,vi.消失
661,constituent,adj.组成的；有选举权的；n.选民
662,performance,n.表演，演出；表现；执行；性能
663,transmission,n.传输，发射
664,shellfish,n.贝类；有壳的水生动物
665,lantern,n.灯笼
666,alpine,adj.高山的，阿尔卑斯山的
667,instruction,n.说明，说明书；指导
668,renaissance,n.文艺复兴；新生，复兴
669,manual,adj.手工的；手的；手动的；n.手册；指南，说…
670,phase,n.（月亮的）变相；盈亏；方面；阶段，时期
671,astronomer,n.天文学家
672,functionalism,n.机能主义，机能心理学，实用第一主义
673,scheme,n.方案，计划；阴谋，诡计；v.图谋，密谋
674,election,n.选举
675,skyscraper,n.摩天大楼
676,ability,n.能力
677,bay,n.海湾，港湾
678,enterprise,n.企业（或事业）单位，公司
679,modification,n.改造，修改
680,severe,adj.极为恶劣的；严重的；严厉的；剧烈的
681,tempera,n.蛋彩画，蛋彩画法
682,master,n.主人；大师，能手；硕士；v.精通；adj.精通…
683,compensate,v.赔偿
684,trance,n.（因走神发呆而）恍惚，（医）神志昏迷；v.使…
685,solemn,adj.严肃的；庄严的，隆重的
686,chip,n.木屑，碎片；芯片；缺口；圆形筹码；v.使碎…
687,foster,adj.收养的；v.培养
688,accomplish,vt.（通过努力）完成；实现
689,principal,n.校长；adj.主要的，首要的
690,extensively,adv.广泛地
691,component,n.零件，组成部分；adj.组成的
692,reverse,v.倒（车）；n.逆向，逆转；adj.相反的
693,ingredient,n.（烹调的）原料
694,nitrogen,n.氮，氮气
695,relationship,n.关系
696,topic,n.话题，主题
697,bury,v.隐藏，埋藏；埋葬
698,comparison,n.比较；比较等级；对照；比喻
699,migration,n.迁徙，迁移
700,graze,v.（牲畜）吃草；n.擦，擦伤
701,wing,n.翅膀；v.飞行
702,showmen,n.玩杂耍的人，表演者
703,lizard,n.蜥蜴
704,participant,n.参与者，参加者
705,Rockies,n.落基山脉
706,ignite,v.点燃，燃烧
707,aqueduct,n.渡槽，导水管，沟渠
708,secrete,v.分泌；私下侵吞
709,phenomenon,n.现象；奇迹；奇才
710,entrance,n.入口，通道；v.使出神，使入迷（读作/ɪn…
711,sulfur,n.硫磺
712,intense,adj.强烈的，激烈的；紧张的；认真的；热情的，热…
713,cliff,n.悬崖；峭壁
714,antibiotic,n.抗生素；adj.抗菌的
715,barter,v.以物易物；n.物物交换
716,subjected,adj.从属于……的
717,sink,n.水槽，洗碗池；vt.（使）下沉，（使）降低…
718,universality,n.普遍性，一般性
719,engineering,n.工程；工程师行业
720,shrub,n.灌木
721,article,n.文章；物品
722,stoneware,n.石制品，粗陶器
723,cone,n.甜筒；圆锥体；球果；vt.使成锥形
724,frontier,n.边境，国界；边远地区，边界地区
725,biologist,n.生物学家
726,aware,adj.意识到的
727,fern,n.羊齿植物，蕨类植物
728,reflect,v.倒映；反映；仔细思考；反思，反省
729,gazelles,n.瞪羚（gazelle的复数）
730,predator,n.捕食性动物
731,cohesive,adj.团结的；紧密结合的
732,illustrate,v.（用示例、图画等）说明，解释
733,imagine,v.想象，幻想；设想，猜想；认为
734,colonial,adj.殖民地的，关于殖民的；n.殖民地居民
735,interdependence,n.互相依赖
736,elevation,n.高度
737,tribe,n.部落
738,symbol,n.象征
739,larva,n.幼虫，幼体
740,dam,n.水坝；母兽
741,aim,v.瞄准；力求达到，力争做到；n.目标；对准
742,watercolor,n.水彩，水彩画
743,supercontinent,n.超大陆
744,illustration,n.插图
745,scavenger,n.捡垃圾者；食腐动物；vi.作清道夫
746,blowhole,n.（鲸、海豚等的）喷水孔，通风孔，气泡
747,flight,n.航班；空中航行
748,compose,v.创作
749,aesthetic,adj.美学的；审美的；美的；艺术的
750,annual,adj.年度的，一年一次的；n.年鉴
751,bloodhound,n.侦探猎犬，毫不放松的追赶着，侦探
752,comprise,vt.构成，由……组成；包含，包括
753,liberty,n.自由
754,dynamic,adj.有活力的，有生气的；n.动力
755,bullrush,n.芦苇，宽叶香蒲，灯芯草
756,absorb,v.吸收
757,notion,n.观点，看法；概念，观念；突然的念头；意图
758,adequate,adj.足够的，充分的；尚可的，过得去的
759,fossilization,n.成为化石，石化
760,odd,adj.奇怪的；古怪的；奇数的
761,remarkable,adj.显著的，非凡的，卓越的
762,enzyme,n.【生化】酶
763,analyst,n.分析员
764,transportation,n.运输工具
765,cranial,adj.头盖的，头盖形的
766,approximately,adv.近似地，大约
767,expert,n.专家；adj.熟练的
768,therapy,n.治疗，理疗
769,equivalent,adj.相等的；等值的；n.同义词；等价物
770,cure,vt.治愈，治疗
771,inhabit,v.居住于
772,successional,adj.连续性的，继续的，接连的
773,acorn,n.橡（树果）实，槲果
774,saint,n.圣人
775,galaxy,n.星系
776,consciousness,n.意识，知觉
777,variable,adj.易变的，可变的；n.变量，可变物
778,establish,v.建立；确立
779,interview,n.面试；v.面试
780,opponent,n.对手，敌手，对抗者；adj.对立的；敌对的
781,peepshow,n.西洋镜
782,procedure,n.步骤；程序；手续
783,acreage,n.面积，英亩数
784,grain,n.谷物，谷粒；v.使成粒状
785,spark,n.火花，火星；v.发出火花
786,priority,n.优先考虑的事
787,scuba,n.自携式水下呼吸器
788,gosling,n.小鹅，年轻无知者
789,metallic,adj.金属的；金属般的
790,manufacture,vt.生产，制造；n.制造业；（复数）产品
791,grant,v.允许，同意，准允；n.拨款
792,economy,n.经济
793,sociobiology,n.生物社会学
794,offspring,n.后代
795,cause,v.引起，导致，造成，使发生；n.原因，理由
796,identical,adj.相同的，同一的；n.完全相同的事物
797,specimen,n.标本
798,Philadelphia,n.费城（美国宾夕法尼亚州东南部港市）
799,fleece,n.羊毛，羊毛状物；v.剪羊毛，诈取
800,minor,adj.较小的
801,injure,vt.使受伤
802,inner,adj.内部的，里面的；内心的；n.内部，里面
803,evidence,n.证物；证据，证明；v.证明
804,identify,v.识别出；认出；确定，鉴定
805,porous,adj.可渗透的，多孔的，可穿越的
806,Himalayas,n.喜马拉雅山脉
807,mammal,n.哺乳动物
808,population,n.人口
809,strip,v.脱衣服；剥去；夺去；n.长条形土地
810,seek,v.寻找；探寻；寻求；争取
